Castle 1,Castle 2,Castle 3,Castle 4,Castle 5,Castle 6,Castle 7,Castle 8,Castle 9,Castle 10
4,6,8,8,9,8,15,19,15,8
1,7,2,2,11,15,21,31,5,5
3,6,1,12,15,22,1,2,3,35
6,0,0,0,0,0,0,51,24,19
0,0,8,0,23,26,31,0,6,6
4,5,5,1,10,15,20,25,7,8
0,6,7,12,12,21,3,31,4,4
3,6,9,10,16,18,25,5,3,5
3,4,5,10,2,17,20,26,6,6
5,7,0,0,0,0,22,22,22,22
4,3,2,16,3,21,21,6,3,21
0,0,3,6,13,9,6,23,35,5
2,3,0,4,0,19,21,0,25,26
2,4,4,9,7,13,9,18,12,22
0,0,0,0,17,20,2,27,31,3
3,1,9,11,15,21,3,2,32,3
2,5,8,12,13,22,2,2,31,3
2,5,6,8,11,14,16,14,15,9
5,6,7,15,12,22,22,1,6,4
4,4,5,8,10,14,4,21,18,12
1,3,1,1,11,1,31,21,24,6
0,0,0,0,18,18,1,31,31,1
5,4,8,9,12,13,10,27,7,5
0,0,11,13,15,21,0,0,0,40
0,0,0,0,17,19,26,0,0,38
0,0,8,2,11,15,23,32,4,5
1,0,3,10,8,12,4,9,25,28
0,6,7,12,12,21,3,32,3,4
0,6,7,12,12,21,3,32,3,4
2,2,9,2,2,2,17,18,23,23
0,6,7,12,12,21,3,32,3,4
1,1,1,15,21,22,5,24,5,5
0,6,7,12,12,21,3,32,3,4
3,8,3,4,5,7,3,21,20,22
5,7,9,2,2,13,27,2,28,5
0,0,0,0,5,30,10,40,5,10
8,2,2,2,2,2,2,22,26,32
4,4,6,6,16,17,17,12,6,6
3,4,5,4,4,4,32,34,4,6
2,0,3,0,0,0,0,33,31,31
1,1,2,3,20,3,3,3,31,33
1,3,4,6,6,12,12,30,13,13
11,11,4,4,4,4,4,11,21,26
0,5,7,9,12,1,26,31,4,5
3,8,10,12,13,15,16,14,4,5
0,0,0,0,15,16,2,31,33,3
1,1,1,1,12,15,17,20,22,10
2,2,2,17,2,3,28,3,36,5
0,0,0,19,0,0,27,27,27,0
3,5,6,10,9,18,24,12,8,5
1,3,5,9,11,13,17,18,12,11
6,6,6,6,6,6,6,46,6,6
2,3,6,8,10,25,20,5,15,5
3,3,3,8,15,25,31,2,5,5
4,4,0,0,0,0,0,27,31,34
0,0,2,2,11,21,3,31,26,4
0,12,6,3,1,28,32,1,5,11
3,6,0,3,11,11,18,13,17,18
0,0,0,0,20,25,0,25,30,0
2,2,2,2,2,13,26,2,24,25
1,2,3,8,10,20,21,23,6,6
1,1,4,12,12,10,25,25,5,5
7,13,0,15,20,20,0,0,0,25
3,5,7,9,14,25,25,4,4,4
3,8,8,2,12,20,17,20,4,6
1,6,8,11,5,5,27,27,5,5
3,4,5,10,9,12,15,20,11,11
2,4,7,12,16,22,0,2,32,3
2,9,1,15,5,0,19,18,18,13
3,2,4,4,3,24,26,3,4,27
3,6,3,3,11,4,28,32,5,5
1,1,3,4,10,13,17,8,34,9
0,0,2,7,14,11,27,19,15,5
2,6,8,12,15,18,28,3,4,4
4,8,16,20,6,6,4,17,4,15
3,0,3,4,0,22,27,31,5,5
5,5,5,5,5,5,15,20,20,15
3,3,3,3,16,16,16,15,20,5
0,5,6,13,14,21,1,31,6,3
4,4,4,4,4,4,4,33,4,35
2,3,2,10,2,11,17,3,22,28
0,5,7,9,13,3,26,3,31,3
0,0,0,12,0,0,26,28,30,4
1,2,4,7,11,15,22,21,11,6
4,5,6,7,8,7,17,19,11,16
0,0,3,3,19,21,3,23,25,3
3,2,2,8,11,13,22,27,6,6
4,4,5,5,5,31,31,5,5,5
0,6,7,12,12,21,4,31,3,4
3,4,6,7,10,15,18,19,11,7
1,7,10,12,2,17,2,22,23,4
7,8,0,0,0,0,0,25,30,30
1,1,4,8,15,5,26,30,5,5
3,5,6,8,4,18,17,28,4,7
0,22,11,11,11,0,11,11,12,11
1,1,1,1,17,20,1,27,30,1
2,6,8,8,16,17,13,21,2,7
2,4,4,12,17,23,27,3,4,4
4,4,4,5,12,12,23,25,6,5
0,0,6,8,0,17,19,0,23,25
2,2,0,8,5,19,14,20,14,16
2,3,4,5,11,11,20,31,8,5
4,1,6,4,1,1,19,30,19,15
2,2,2,6,11,16,16,16,21,8
1,1,2,3,3,3,3,35,11,38
2,2,4,6,11,16,21,26,6,6
2,4,5,11,3,14,21,4,4,32
3,3,11,3,3,3,21,23,3,27
5,7,9,11,13,18,25,4,4,4
2,3,5,5,10,10,15,30,10,10
0,0,5,5,5,5,30,40,5,5
2,2,2,2,2,26,5,27,27,5
1,7,10,12,13,19,5,26,5,2
0,0,0,6,4,4,25,25,11,25
1,8,7,9,13,0,23,30,3,6
2,7,10,12,15,3,28,15,4,4
6,1,7,13,13,22,1,1,33,3
2,5,6,7,7,9,15,19,23,7
1,3,3,8,5,13,1,18,24,24
3,2,6,10,3,16,22,3,31,4
2,1,7,1,8,1,1,26,26,27
3,5,7,9,12,3,25,27,4,5
2,2,2,13,13,23,3,34,4,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
0,5,7,9,12,1,26,31,5,4
4,2,4,3,5,8,17,18,29,10
1,1,2,3,5,8,13,21,34,12
0,0,0,14,2,0,26,26,31,1
3,3,9,3,3,3,22,23,3,28
0,5,2,10,11,3,28,3,3,34
2,2,2,4,20,20,20,20,5,5
4,4,13,17,23,23,4,4,4,4
2,5,6,6,6,10,18,19,17,11
1,2,2,8,2,11,21,21,21,11
0,0,0,20,2,2,23,25,26,2
0,0,0,0,15,15,0,35,35,0
2,2,5,7,8,12,13,7,18,26
4,4,6,6,11,16,21,21,6,5
6,15,20,2,20,15,6,2,7,7
2,4,6,8,10,9,12,10,18,21
1,5,4,5,5,12,10,15,16,27
2,2,6,6,11,11,16,16,21,9
0,0,3,3,4,22,27,32,5,4
1,6,7,12,12,21,2,31,3,4
4,6,9,11,15,21,26,1,3,4
0,0,0,1,7,20,3,13,28,28
0,0,0,0,25,25,0,25,25,0
2,2,2,2,15,10,27,30,5,5
0,0,0,0,25,25,0,25,25,0
1,2,2,3,4,16,21,24,21,6
4,6,6,6,6,6,26,4,32,4
0,0,0,0,25,25,0,25,25,0
0,0,0,0,25,25,0,25,25,0
0,4,1,0,2,4,11,22,26,30
0,0,4,12,15,20,24,1,1,23
0,4,2,0,2,2,11,22,26,31
0,6,1,11,1,14,28,2,34,3
5,5,5,5,5,10,15,15,15,20
1,2,11,13,16,1,20,20,1,15
6,7,7,25,25,10,5,5,5,5
4,6,9,11,14,3,27,18,4,4
3,4,4,5,6,7,9,11,17,34
0,4,8,10,13,1,26,30,3,5
2,4,6,8,10,12,14,17,15,12
3,3,4,4,5,13,21,21,5,21
2,2,3,5,5,5,5,11,26,36
5,5,5,5,8,12,15,16,15,14
2,3,4,8,8,12,12,12,22,17
0,0,0,15,0,0,20,32,33,0
4,4,4,4,4,4,34,4,34,4
3,4,6,2,22,23,28,4,4,4
4,6,8,10,15,22,27,2,3,3
1.1,3.1,5.1,7.1,9.1,10.1,12.1,14.1,16.1,22.1
3,5,7,9,2,13,26,3,28,4
4,4,4,4,7,23,23,4,23,4
2,4,4,4,4,4,4,4,35,35
0,1,8,8,1,3,17,20,18,18
0,4,5,9,10,4,28,32,4,4
2,4,4,4,15,3,28,32,4,4
8,9,10,11,12,15,3,15,0,17
5,5,5,10,10,15,10,20,15,5
4,4,4,4,4,14,26,30,5,5
1,3,5,3,17,3,28,32,4,4
2,2,3,3,5,20,20,20,20,5
5,15,5,15,5,5,15,15,15,5
0,0,0,0,12,14,16,18,19,21
0,0,0,11,0,0,31,32,26,0
0,5,7,10,12,1,26,31,4,4
2,3,3,15,17,22,27,3,4,4
2,4,6,8,14,20,28,10,5,3
0,0,0,0,16,16,17,17,3,31
12,11,11,11,11,11,11,11,6,5
0,4,8,9,12,2,26,30,5,4
0,0,6,3,12,17,27,27,3,5
1,3,3,2,7,14,10,17,22,21
5,9,12,8,9,15,17,15,4,6
5,9,12,8,9,15,17,15,4,6
0,4,8,12,12,2,26,28,4,4
2,2,3,10,22,22,27,4,4,4
2,4,4,5,5,10,10,10,15,35
4,4,4,4,4,22,4,24,26,4
2,3,4,4,4,14,14,16,17,22
1,1,1,4,4,22,27,31,5,4
3,4,4,12,11,1,26,30,3,6
2,4,8,10,12,2,27,27,4,4
2,4,6,8,10,10,12,14,16,18
0,1,1,15,3,2,21,29,25,3
1,1,10,12,5,3,28,32,4,4
1,2,3,3,6,11,16,26,26,6
4,4,4,6,10,12,14,16,14,16
3,3,3,3,17,3,28,32,4,4
0,0,8,4,13,16,17,22,2,18
0,5,6,12,12,1,25,31,4,4
0,0,4,8,11,11,14,13,14,25
2,2,6,9,11,3,27,32,4,4
5,10,15,3,3,3,3,3,22,33
6,12,12,16,21,17,4,4,4,4
0,0,6,11,18,2,2,26,32,3
3,4,4,6,19,8,23,2,27,4
5,1,10,15,17,1,23,1,26,1
0,0,0,0,3,8,18,28,31,12
2,3,6,9,9,3,28,32,4,4
3,3,9,12,3,16,17,29,4,4
0,3,2,11,14,2,28,32,4,4
1,2,3,4,10,15,15,15,20,15
2,2,2,2,22,23,2,21,22,2
1,5,6,9,12,2,26,31,4,4
0,5,7,10,12,2,26,31,3,4
1,1,2,3,8,18,22,18,22,5
0,0,2,12,15,3,28,32,4,4
0,0,0,0,0,0,25,25,25,25
1,1,1,1,1,19,22,24,27,3
0,0,0,11,11,14,15,17,11,11
2,2,3,3,4,4,20,20,21,21
1,1,7,10,12,15,2,25,2,25
0,1,0,1,7,12,12,6,26,35
1,5,1,11,2,19,2,25,2,32
6,14,10,8,10,7,17,11,4,13
2,2,2,19,2,2,22,23,24,2
5,4,5,4,14,14,16,29,3,6
0,0,6,3,12,17,27,27,4,4
1,2,5,5,5,6,15,18,20,23
20,8,19,0,0,2,28,8,8,7
1,7,1,12,1,19,1,26,1,31
6,0,5,5,5,10,21,2,21,25
0,0,0,0,0,25,25,25,25,0
4,5,8,11,4,17,20,23,4,4
0,1,8,9,2,16,26,31,3,4
0,0,0,11,0,0,25,31,32,1
2,1,8,8,9,0,0,22,20,30
1,1,3,4,20,3,31,3,31,3
3,4,5,6,9,11,13,15,17,17
2,2,2,7,8,17,2,23,33,4
5,9,4,6,3,32,0,15,5,21
2,6,2,4,15,5,27,31,4,4
3,4,5,8,11,15,18,4,28,4
0,1,0,1,13,18,27,3,33,4
3,3,3,18,3,3,20,21,23,3
6,7,10,13,16,20,28,0,0,0
2,2,2,7,7,13,16,16,17,18
9,21,10,3,1,10,13,16,8,9
1,2,2,12,14,22,28,11,3,4
4,6,8,8,7,9,24,25,4,5
1,1,3,3,3,21,25,4,4,35
0,1,11,12,2,17,23,28,3,3
1,3,4,7,9,11,13,15,17,20
0,0,0,0,10,20,15,15,20,20
1,1,1,1,1,19,22,25,28,1
0,5,7,12,12,1,25,31,3,4
0,5,7,12,12,1,25,31,3,4
2,4,5,7,9,11,12,15,17,18
1,7,2,11,2,21,21,2,31,2
1,3,4,6,10,12,14,16,16,18
4,7,11,6,8,4,20,32,4,4
0,0,0,11,0,0,31,31,26,1
2,4,5,7,9,11,13,15,16,18
23,15,14,9,8,6,6,7,6,6
2,4,5,7,9,11,13,15,16,18
2,3,3,3,2,2,2,25,28,30
2,2,3,7,16,3,28,32,3,4
2,2,6,5,11,22,23,21,3,5
25,0,0,0,0,0,0,30,25,20
1,1,2,5,6,6,4,20,25,30
1,4,5,9,15,15,20,20,1,10
3,3,4,4,13,16,19,22,5,5
0,0,0,10,0,0,0,30,30,30
0,3,3,1,4,6,19,17,21,26
1,1,1,1,1,15,20,15,25,20
2,3,6,3,15,15,25,23,4,4
2,2,2,3,3,3,17,20,23,25
0,0,12,13,0,23,25,27,0,0
1,4,5,7,9,11,13,16,16,18
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
1,3,5,7,9,11,13,15,17,19
0,0,0,7,11,21,22,31,4,4
0,1,3,20,25,30,4,4,4,5
0,0,4,4,4,4,4,36,40,4
2,3,4,7,11,11,18,21,18,5
0,17,11,17,8,28,3,7,5,4
0,0,2,8,10,12,14,16,18,20
2,3,4,2,2,4,25,26,27,5
1,3,5,7,9,10,12,14,19,20
0,4,7,9,10,0,0,0,30,40
4,4,4,1,16,11,21,2,2,35
2,4,6,3,10,10,3,18,19,20
0,5,6,9,15,1,26,31,4,3
4,6,9,11,14,17,30,5,2,2
